doc_id,company,doctype,title,publish_date,url,final_url,source_domain,section,topic,persona_tags,language,word_count,token_count,ingestion_ts,hash_sha256
crm::press::2025-02-10::salesforce-announces-500m-investment-in-saudi-arabia-to-drive-ai-innovation-and-::0104255e,Salesforce,press,Salesforce Announces $500M Investment in Saudi Arabia to Drive AI Innovation and Growth,2025-02-10,https://www.salesforce.com/news/press-releases/2025/02/10/saudi-arabia-investment/?bc=OTH,https://www.salesforce.com/news/press-releases/2025/02/10/saudi-arabia-investment/?bc=OTH,www.salesforce.com,body,Agentforce|Data Cloud|Partnership|Industry Solutions|Platform|AI,"cio,vp_sales_ops",en,817,1048,2025-09-08T00:13:26.633092+00:00,664b9a2e88165985475fcf67c3e43f533e1f1004aaa668cbbd567aa9eadd1c42
crm::press::2025-02-10::salesforce-announces-500m-investment-in-saudi-arabia-to-drive-ai-innovation-and-::a3201e3f,Salesforce,press,Salesforce Announces $500M Investment in Saudi Arabia to Drive AI Innovation and Growth,2025-02-10,https://www.salesforce.com/news/press-releases/2025/02/10/saudi-arabia-investment/?bc=DB,https://www.salesforce.com/news/press-releases/2025/02/10/saudi-arabia-investment/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Partnership|Industry Solutions|Platform|AI,"cio,vp_sales_ops",en,817,1048,2025-09-08T00:13:26.893312+00:00,664b9a2e88165985475fcf67c3e43f533e1f1004aaa668cbbd567aa9eadd1c42
crm::press::2025-02-24::news-details::dbd232c6,Salesforce,press,"Salesforce.com, Inc. - Salesforce and Google Bring Gemini to Agentforce, Enable More Customer Choice in Major Partnership Expansion",2025-02-24,https://investor.salesforce.com/news/news-details/2025/Salesforce-and-Google-Bring-Gemini-to-Agentforce-Enable-More-Customer-Choice-in-Major-Partnership-Expansion,https://investor.salesforce.com/news/news-details/2025/Salesforce-and-Google-Bring-Gemini-to-Agentforce-Enable-More-Customer-Choice-in-Major-Partnership-Expansion,investor.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|GenAI|Platform|AI,"cio,vp_customer_experience,vp_sales_ops",en,1890,2259,2025-09-08T00:13:27.141181+00:00,7e7d16d6f002c0b8e773a40688f3f92878ce3fc86a8190db99834cc1abfa261f
crm::press::2025-02-24::salesforce-and-google-bring-gemini-to-agentforce-enable-more-customer-choice-in-::9d966f4a,Salesforce,press,"Salesforce and Google Bring Gemini to Agentforce, Enable More Customer Choice in Major Partnership Expansion",2025-02-24,https://www.salesforce.com/news/press-releases/2025/02/24/google-partnership-expansion-gemini-agentforce/?bc=OTH,https://www.salesforce.com/news/press-releases/2025/02/24/google-partnership-expansion-gemini-agentforce/?bc=OTH,www.salesforce.com,body,Agentforce|Data Cloud|Partnership|Executive|Security|GenAI|Industry Solutions|Platform|AI,"cio,vp_customer_experience,vp_sales_ops",en,2095,2571,2025-09-08T00:13:27.519256+00:00,b0cd21ba71f8cd20d78f1489fa103c949402551ac1eda7489c5baa01f2cfa1da
crm::press::2025-02-24::salesforce-and-google-bring-gemini-to-agentforce-enable-more-customer-choice-in-::d17b9df1,Salesforce,press,"Salesforce and Google Bring Gemini to Agentforce, Enable More Customer Choice in Major Partnership Expansion",2025-02-24,https://www.salesforce.com/news/press-releases/2025/02/24/google-partnership-expansion-gemini-agentforce/?bc=DB,https://www.salesforce.com/news/press-releases/2025/02/24/google-partnership-expansion-gemini-agentforce/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Partnership|Executive|Security|GenAI|Industry Solutions|Platform|AI,"cio,vp_customer_experience,vp_sales_ops",en,2095,2571,2025-09-08T00:13:27.881677+00:00,b0cd21ba71f8cd20d78f1489fa103c949402551ac1eda7489c5baa01f2cfa1da
crm::press::2025-02-26::salesforce-announces-fourth-quarter-and-fiscal-year-2025-results::2fbf6534,Salesforce,press,Salesforce Announces Fourth Quarter and Fiscal Year 2025 Results,2025-02-26,https://www.salesforce.com/news/press-releases/2025/02/26/fy25-q4-earnings/?bc=OTH,https://www.salesforce.com/news/press-releases/2025/02/26/fy25-q4-earnings/?bc=OTH,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Platform|AI,"cio,vp_sales_ops",en,989,1360,2025-09-08T00:13:28.200086+00:00,6f6b4659c9ab6e2df258ba7463d8a3bb4e5570305777efac57008c716b273089
crm::press::2025-02-26::salesforce-announces-fourth-quarter-and-fiscal-year-2025-results::360ac7bd,Salesforce,press,Salesforce Announces Fourth Quarter and Fiscal Year 2025 Results,2025-02-26,https://www.salesforce.com/news/press-releases/2025/02/26/fy25-q4-earnings/?bc=DB,https://www.salesforce.com/news/press-releases/2025/02/26/fy25-q4-earnings/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Platform|AI,"cio,vp_sales_ops",en,989,1360,2025-09-08T00:13:28.495486+00:00,6f6b4659c9ab6e2df258ba7463d8a3bb4e5570305777efac57008c716b273089
crm::press::2025-03-04::salesforce-launches-agentexchange-the-trusted-marketplace-for-agentforce::0b206de3,Salesforce,press,Salesforce Launches AgentExchange: the Trusted Marketplace for Agentforce,2025-03-04,https://www.salesforce.com/news/press-releases/2025/03/04/agentexchange-announcement/?bc=DB,https://www.salesforce.com/news/press-releases/2025/03/04/agentexchange-announcement/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Compliance|GenAI|Industry Solutions|Platform|AI,"cio,vp_customer_experience,vp_sales_ops",en,1924,2552,2025-09-08T00:13:28.943316+00:00,70e1ee91184e6d61f6462a2fba65bfd9bc4a752ed38587a8d4c10acb3d0f5b8c
crm::press::2025-03-04::salesforce-launches-agentexchange-the-trusted-marketplace-for-agentforce::72c218b5,Salesforce,press,Salesforce Launches AgentExchange: the Trusted Marketplace for Agentforce,2025-03-04,https://www.salesforce.com/news/press-releases/2025/03/04/agentexchange-announcement/?bc=OTH,https://www.salesforce.com/news/press-releases/2025/03/04/agentexchange-announcement/?bc=OTH,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Compliance|GenAI|Industry Solutions|Platform|AI,"cio,vp_customer_experience,vp_sales_ops",en,1924,2552,2025-09-08T00:13:29.480751+00:00,70e1ee91184e6d61f6462a2fba65bfd9bc4a752ed38587a8d4c10acb3d0f5b8c
crm::press::2025-03-05::news-details::fc26a97d,Salesforce,press,"Salesforce.com, Inc. - Salesforce Launches Agentforce 2dx with New Capabilities to Embed Proactive Agentic AI into Any Workflow, Create Multimodal Experiences, and Extend Digital Labor Throughout the Enterprise",2025-03-05,https://investor.salesforce.com/news/news-details/2025/Salesforce-Launches-Agentforce-2dx-with-New-Capabilities-to-Embed-Proactive-Agentic-AI-into-Any-Workflow-Create-Multimodal-Experiences-and-Extend-Digital-Labor-Throughout-the-Enterprise,https://investor.salesforce.com/news/news-details/2025/Salesforce-Launches-Agentforce-2dx-with-New-Capabilities-to-Embed-Proactive-Agentic-AI-into-Any-Workflow-Create-Multimodal-Experiences-and-Extend-Digital-Labor-Throughout-the-Enterprise,investor.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|GenAI|Industry Solutions|Platform|AI,"cio,vp_sales_ops",en,2788,3464,2025-09-08T00:13:29.805912+00:00,cbe1bd7b820eac4c4e773e9b9be9473c9c1822302f24a1f86a2a253229217f77
crm::press::2025-03-05::salesforce-launches-agentforce-2dx-new-capabilities-embed-proactive-agentic-ai-i::55567343,Salesforce,press,"Salesforce Launches Agentforce 2dx: New Capabilities Embed Proactive Agentic AI into Any Workflow, Create Multimodal Experiences, Extend Digital Labor",2025-03-05,https://www.salesforce.com/news/press-releases/2025/03/05/agentforce-2dx-news/?bc=DB,https://www.salesforce.com/news/press-releases/2025/03/05/agentforce-2dx-news/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|GenAI|Industry Solutions|Platform|AI,"cio,vp_sales_ops",en,3120,3938,2025-09-08T00:13:30.763736+00:00,42e8616648a1a7bc988f621488bfddb4e395f162b87adf17636aa2776c4ecd27
crm::press::2025-03-05::salesforce-launches-agentforce-2dx-new-capabilities-embed-proactive-agentic-ai-i::5aab8dce,Salesforce,press,"Salesforce Launches Agentforce 2dx: New Capabilities Embed Proactive Agentic AI into Any Workflow, Create Multimodal Experiences, Extend Digital Labor",2025-03-05,https://www.salesforce.com/news/press-releases/2025/03/05/agentforce-2dx-news/?bc=OTH,https://www.salesforce.com/news/press-releases/2025/03/05/agentforce-2dx-news/?bc=OTH,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|GenAI|Industry Solutions|Platform|AI,"cio,vp_sales_ops",en,3120,3938,2025-09-08T00:13:31.340946+00:00,42e8616648a1a7bc988f621488bfddb4e395f162b87adf17636aa2776c4ecd27
crm::press::2025-03-11::salesforce-to-invest-usd-1b-in-singapore-over-5-years::8ca2c6e0,Salesforce,press,Salesforce to Invest USD $1B in Singapore over 5 Years,2025-03-11,https://www.salesforce.com/news/press-releases/2025/03/11/singapore-investment/?bc=DB,https://www.salesforce.com/news/press-releases/2025/03/11/singapore-investment/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Security|Compliance|GenAI|Industry Solutions|Platform|AI,"cio,vp_sales_ops",en,1419,1783,2025-09-08T00:13:31.606537+00:00,5e53adda44877379086f058a7c157f04063b175b54525746c6946e0f6794ee12
crm::press::2025-03-11::salesforce-to-invest-usd-1b-in-singapore-over-5-years::e42cc2ef,Salesforce,press,Salesforce to Invest USD $1B in Singapore over 5 Years,2025-03-11,https://www.salesforce.com/news/press-releases/2025/03/11/singapore-investment/?bc=OTH,https://www.salesforce.com/news/press-releases/2025/03/11/singapore-investment/?bc=OTH,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Security|Compliance|GenAI|Industry Solutions|Platform|AI,"cio,vp_sales_ops",en,1419,1783,2025-09-08T00:13:32.683249+00:00,5e53adda44877379086f058a7c157f04063b175b54525746c6946e0f6794ee12
crm::press::2025-03-21::news-details::bd69b744,Salesforce,press,"Salesforce.com, Inc. - Salesforce Appoints Robin Washington as President and Chief Operating and Financial Officer",2025-03-21,https://investor.salesforce.com/news/news-details/2025/Salesforce-Appoints-Robin-Washington-as-President-and-Chief-Operating-and-Financial-Officer,https://investor.salesforce.com/news/news-details/2025/Salesforce-Appoints-Robin-Washington-as-President-and-Chief-Operating-and-Financial-Officer,investor.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Platform|AI,cio,en,715,918,2025-09-08T00:13:32.920124+00:00,b58a53dbe15b136f0c09ce99a6999db812546cb0220cb4f76fe45bcd004e65d4
crm::press::2025-05-08::salesforce-unveils-life-sciences-partner-network-to-accelerate-digital-labor-and::2b31368e,Salesforce,press,Salesforce Unveils Life Sciences Partner Network to Accelerate Digital Labor and Data Programs,2025-05-08,https://www.salesforce.com/news/press-releases/2025/05/08/partner-network-for-life-sciences-announcement/?bc=DB,https://www.salesforce.com/news/press-releases/2025/05/08/partner-network-for-life-sciences-announcement/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Partnership|Executive|Security|Compliance|Industry Solutions|Platform|AI,"cio,vp_sales_ops",en,1926,2519,2025-09-08T00:13:33.362487+00:00,de78a30795e9385f56d8afdf6fd10dd9d4f1a7115540fdc40cbdf19aaac89ebb
crm::press::2025-05-08::salesforce-unveils-life-sciences-partner-network-to-accelerate-digital-labor-and::7ee62409,Salesforce,press,Salesforce Unveils Life Sciences Partner Network to Accelerate Digital Labor and Data Programs,2025-05-08,https://www.salesforce.com/news/press-releases/2025/05/08/partner-network-for-life-sciences-announcement/?bc=OTH,https://www.salesforce.com/news/press-releases/2025/05/08/partner-network-for-life-sciences-announcement/?bc=OTH,www.salesforce.com,body,Agentforce|Data Cloud|Partnership|Executive|Security|Compliance|Industry Solutions|Platform|AI,"cio,vp_sales_ops",en,1926,2519,2025-09-08T00:13:33.714959+00:00,de78a30795e9385f56d8afdf6fd10dd9d4f1a7115540fdc40cbdf19aaac89ebb
crm::press::2025-05-15::salesforce-introduces-new-flexible-agentforce-pricing-to-accelerate-the-digital-::e5db6975,Salesforce,press,Salesforce Introduces New Flexible Agentforce Pricing to Accelerate the Digital Labor Revolution,2025-05-15,https://www.salesforce.com/news/press-releases/2025/05/15/agentforce-flexible-pricing-news/?bc=OTH,https://www.salesforce.com/news/press-releases/2025/05/15/agentforce-flexible-pricing-news/?bc=OTH,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Compliance|Industry Solutions|Platform|AI,cio,en,1710,2142,2025-09-08T00:13:34.138928+00:00,ca70705accf3b2588c69357bebd5e924f792393183cf1728a3957023d66aff4c
crm::press::2025-05-15::salesforce-introduces-new-flexible-agentforce-pricing-to-accelerate-the-digital-::eb594704,Salesforce,press,Salesforce Introduces New Flexible Agentforce Pricing to Accelerate the Digital Labor Revolution,2025-05-15,https://www.salesforce.com/news/press-releases/2025/05/15/agentforce-flexible-pricing-news/?bc=DB,https://www.salesforce.com/news/press-releases/2025/05/15/agentforce-flexible-pricing-news/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Compliance|Industry Solutions|Platform|AI,cio,en,1710,2142,2025-09-08T00:13:34.389174+00:00,ca70705accf3b2588c69357bebd5e924f792393183cf1728a3957023d66aff4c
crm::press::2025-05-27::news-details::56b542ba,Salesforce,press,"Salesforce.com, Inc. - Salesforce Signs Definitive Agreement to Acquire Informatica",2025-05-27,https://investor.salesforce.com/news/news-details/2025/Salesforce-Signs-Definitive-Agreement-to-Acquire-Informatica,https://investor.salesforce.com/news/news-details/2025/Salesforce-Signs-Definitive-Agreement-to-Acquire-Informatica,investor.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Compliance|Industry Solutions|Platform|AI,"cio,vp_sales_ops",en,2656,3362,2025-09-08T00:13:34.567654+00:00,895da206458845406176d43fbb716c6c90bcacd3d77f28bd7e713d49b8c11c3b
crm::press::2025-05-27::salesforce-signs-definitive-agreement-to-acquire-informatica::a8a077f6,Salesforce,press,Salesforce Signs Definitive Agreement to Acquire Informatica,2025-05-27,https://www.salesforce.com/news/press-releases/2025/05/27/salesforce-signs-definitive-agreement-to-acquire-informatica/?bc=OTH,https://www.salesforce.com/news/press-releases/2025/05/27/salesforce-signs-definitive-agreement-to-acquire-informatica/?bc=OTH,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Compliance|Industry Solutions|Platform|AI,"cio,vp_sales_ops",en,2796,3587,2025-09-08T00:13:34.849267+00:00,90982c34b4c8fed747a5cbf772ee32fa4b7983c24c51f8b49172d9f5479b7936
crm::press::2025-05-27::salesforce-signs-definitive-agreement-to-acquire-informatica::d581dd97,Salesforce,press,Salesforce Signs Definitive Agreement to Acquire Informatica,2025-05-27,https://www.salesforce.com/news/press-releases/2025/05/27/salesforce-signs-definitive-agreement-to-acquire-informatica/?bc=DB,https://www.salesforce.com/news/press-releases/2025/05/27/salesforce-signs-definitive-agreement-to-acquire-informatica/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Compliance|Industry Solutions|Platform|AI,"cio,vp_sales_ops",en,2796,3587,2025-09-08T00:13:35.300633+00:00,90982c34b4c8fed747a5cbf772ee32fa4b7983c24c51f8b49172d9f5479b7936
crm::press::2025-05-28::news-details::e526586e,Salesforce,press,"Salesforce.com, Inc. - Salesforce Reports Record First Quarter Fiscal 2026 Results",2025-04-30,https://investor.salesforce.com/news/news-details/2025/Salesforce-Reports-Record-First-Quarter-Fiscal-2026-Results,https://investor.salesforce.com/news/news-details/2025/Salesforce-Reports-Record-First-Quarter-Fiscal-2026-Results,investor.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Compliance|GenAI|Platform|AI,"cio,vp_sales_ops",en,6201,8625,2025-09-08T00:13:36.244883+00:00,2a7d727d113b373a53ddd2303edbceab97a2d43b8122de96080012dd731e6e3a
crm::press::2025-05-28::salesforce-partners-with-ferrari-to-elevate-the-client-039-s-journey-worldwide::0dc28eff,Salesforce,press,Salesforce Partners with Ferrari to Elevate the Client&#039;s Journey Worldwide,2025-05-28,https://www.salesforce.com/news/press-releases/2025/05/28/ferrari-agentforce-crm-elevates-client-experience/?bc=DB,https://www.salesforce.com/news/press-releases/2025/05/28/ferrari-agentforce-crm-elevates-client-experience/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Industry Solutions|Platform|AI,cio,en,848,1107,2025-09-08T00:13:36.607804+00:00,3dba984a2f010801be9e210ff701040d02fdd785b61a35fbd3fa972ebc0a6aeb
crm::press::2025-05-28::salesforce-partners-with-ferrari-to-elevate-the-client-039-s-journey-worldwide::a82e32cb,Salesforce,press,Salesforce Partners with Ferrari to Elevate the Client&#039;s Journey Worldwide,2025-05-28,https://www.salesforce.com/news/press-releases/2025/05/28/ferrari-agentforce-crm-elevates-client-experience/?bc=OTH,https://www.salesforce.com/news/press-releases/2025/05/28/ferrari-agentforce-crm-elevates-client-experience/?bc=OTH,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Industry Solutions|Platform|AI,cio,en,848,1107,2025-09-08T00:13:36.844548+00:00,3dba984a2f010801be9e210ff701040d02fdd785b61a35fbd3fa972ebc0a6aeb
crm::press::2025-05-28::salesforce-reports-record-first-quarter-fiscal-2026-results-exceeds-guidance-acr::589e1fcc,Salesforce,press,Salesforce Reports Record First Quarter Fiscal 2026 Results Exceeds Guidance Across All Metrics; cRPO up 12% Y/Y,2025-05-28,https://www.salesforce.com/news/press-releases/2025/05/28/fy26-q1-earnings/?bc=DB,https://www.salesforce.com/news/press-releases/2025/05/28/fy26-q1-earnings/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Platform|AI,"cio,vp_sales_ops",en,1123,1524,2025-09-08T00:13:37.106507+00:00,d34fb275e4a45078fc0cb75eb80142b8d40ad1ab959860597b6c525bdebd23f7
crm::press::2025-05-28::salesforce-reports-record-first-quarter-fiscal-2026-results-exceeds-guidance-acr::da0fa31e,Salesforce,press,Salesforce Reports Record First Quarter Fiscal 2026 Results Exceeds Guidance Across All Metrics; cRPO up 12% Y/Y,2025-05-28,https://www.salesforce.com/news/press-releases/2025/05/28/fy26-q1-earnings/?bc=OTH,https://www.salesforce.com/news/press-releases/2025/05/28/fy26-q1-earnings/?bc=OTH,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Platform|AI,"cio,vp_sales_ops",en,1123,1524,2025-09-08T00:13:37.382534+00:00,d34fb275e4a45078fc0cb75eb80142b8d40ad1ab959860597b6c525bdebd23f7
crm::press::2025-06-03::salesforce-and-liv-golf-announce-strategic-partnership-to-power-new-era-of-fan-a::5cc46f5c,Salesforce,press,Salesforce and LIV Golf Announce Strategic Partnership to Power New Era of Fan and Player Experiences with Agentforce,2025-06-03,https://www.salesforce.com/news/press-releases/2025/06/03/liv-golf-agentforce-experiences/?bc=OTH,https://www.salesforce.com/news/press-releases/2025/06/03/liv-golf-agentforce-experiences/?bc=OTH,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Platform|AI,"cio,vp_sales_ops",en,1075,1386,2025-09-08T00:13:37.778319+00:00,fe35cd0e993551c7f8b65e899eb94e5639e5bc32a040fc6bd6faff7245bf7824
crm::press::2025-06-03::salesforce-and-liv-golf-announce-strategic-partnership-to-power-new-era-of-fan-a::e8628619,Salesforce,press,Salesforce and LIV Golf Announce Strategic Partnership to Power New Era of Fan and Player Experiences with Agentforce,2025-06-03,https://www.salesforce.com/news/press-releases/2025/06/03/liv-golf-agentforce-experiences/?bc=DB,https://www.salesforce.com/news/press-releases/2025/06/03/liv-golf-agentforce-experiences/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Platform|AI,"cio,vp_sales_ops",en,1075,1386,2025-09-08T00:13:38.070580+00:00,fe35cd0e993551c7f8b65e899eb94e5639e5bc32a040fc6bd6faff7245bf7824
crm::press::2025-06-16::salesforce-summer-039-25-release-new-agentforce-capabilities-and-product-enhance::0c4cc1db,Salesforce,press,Salesforce Summer &#039;25 Release: New Agentforce Capabilities and Product Enhancements to Create Richer Customer Experiences,2025-06-16,https://www.salesforce.com/news/stories/summer-2025-product-release-announcement/,https://www.salesforce.com/news/stories/summer-2025-product-release-announcement/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Security|Compliance|GenAI|Industry Solutions|Platform|AI,"cio,vp_sales_ops",en,959,1202,2025-09-08T00:13:38.289703+00:00,bbd89385a9a6d7e707f27c3b9a2dbebb3ba3a947a6c1b3361daa37755a74dcd5
crm::press::2025-06-23::news-details::1ee81dec,Salesforce,press,"Salesforce.com, Inc. - Salesforce Launches Agentforce 3 to Solve the Biggest Blockers to Scaling AI Agents: Visibility and Control",2025-06-23,https://investor.salesforce.com/news/news-details/2025/Salesforce-Launches-Agentforce-3-to-Solve-the-Biggest-Blockers-to-Scaling-AI-Agents-Visibility-and-Control,https://investor.salesforce.com/news/news-details/2025/Salesforce-Launches-Agentforce-3-to-Solve-the-Biggest-Blockers-to-Scaling-AI-Agents-Visibility-and-Control,investor.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Compliance|GenAI|Industry Solutions|Platform|AI,"cio,vp_customer_experience,vp_sales_ops",en,2712,3479,2025-09-08T00:13:38.520763+00:00,fa08935d2f2f78d93854e850f0b62549f8c4cfbfd079ceb4239afd27d0fa98af
crm::press::2025-06-23::salesforce-launches-agentforce-3-to-solve-the-biggest-blockers-to-scaling-ai-age::03415d24,Salesforce,press,Salesforce Launches Agentforce 3 to Solve the Biggest Blockers to Scaling AI Agents: Visibility and Control,2025-06-23,https://www.salesforce.com/news/press-releases/2025/06/23/agentforce-3-announcement/?bc=OTH,https://www.salesforce.com/news/press-releases/2025/06/23/agentforce-3-announcement/?bc=OTH,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Compliance|GenAI|Industry Solutions|Platform|AI,"cio,vp_customer_experience,vp_sales_ops",en,2948,3817,2025-09-08T00:13:38.827950+00:00,ef277c3dcd3ea63bfbd478e3a735fa9921fa4d0e692c370fa13690bb22c97468
crm::press::2025-06-23::salesforce-launches-agentforce-3-to-solve-the-biggest-blockers-to-scaling-ai-age::9aa8f4e2,Salesforce,press,Salesforce Launches Agentforce 3 to Solve the Biggest Blockers to Scaling AI Agents: Visibility and Control,2025-06-23,https://www.salesforce.com/news/press-releases/2025/06/23/agentforce-3-announcement/?bc=DB,https://www.salesforce.com/news/press-releases/2025/06/23/agentforce-3-announcement/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Compliance|GenAI|Industry Solutions|Platform|AI,"cio,vp_customer_experience,vp_sales_ops",en,2948,3817,2025-09-08T00:13:39.123975+00:00,ef277c3dcd3ea63bfbd478e3a735fa9921fa4d0e692c370fa13690bb22c97468
crm::press::2025-06-23::salesforce-launches-agentforce-3-to-solve-the-biggest-blockers-to-scaling-ai-age::b1bdb2c2,Salesforce,press,Salesforce Launches Agentforce 3 to Solve the Biggest Blockers to Scaling AI Agents: Visibility and Control,2025-06-23,https://www.salesforce.com/news/press-releases/2025/06/23/agentforce-3-announcement/,https://www.salesforce.com/news/press-releases/2025/06/23/agentforce-3-announcement/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Compliance|GenAI|Industry Solutions|Platform|AI,"cio,vp_customer_experience,vp_sales_ops",en,2948,3817,2025-09-08T00:13:39.459591+00:00,ef277c3dcd3ea63bfbd478e3a735fa9921fa4d0e692c370fa13690bb22c97468
crm::press::2025-07-09::salesforce-appoints-amy-chang-and-david-b-kirk-to-its-board-of-directors::62a8e699,Salesforce,press,Salesforce Appoints Amy Chang and David B. Kirk to its Board of Directors,2025-07-09,https://www.salesforce.com/news/press-releases/2025/07/09/salesforce-appoints-amy-chang-and-david-b-kirk-to-its-board-of-directors/?bc=OTH,https://www.salesforce.com/news/press-releases/2025/07/09/salesforce-appoints-amy-chang-and-david-b-kirk-to-its-board-of-directors/?bc=OTH,www.salesforce.com,body,Agentforce|Data Cloud|Partnership|Executive|Security|Platform|AI,"cio,vp_customer_experience",en,867,1125,2025-09-08T00:13:39.702147+00:00,1e4414c989604b3ffad3e5338c611e2f3dc3b055bddee3aaa333c9af47828b5c
crm::press::2025-07-09::salesforce-appoints-amy-chang-and-david-b-kirk-to-its-board-of-directors::cee511f3,Salesforce,press,Salesforce Appoints Amy Chang and David B. Kirk to its Board of Directors,2025-07-09,https://www.salesforce.com/news/press-releases/2025/07/09/salesforce-appoints-amy-chang-and-david-b-kirk-to-its-board-of-directors/?bc=DB,https://www.salesforce.com/news/press-releases/2025/07/09/salesforce-appoints-amy-chang-and-david-b-kirk-to-its-board-of-directors/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Partnership|Executive|Security|Platform|AI,"cio,vp_customer_experience",en,867,1125,2025-09-08T00:13:39.921591+00:00,1e4414c989604b3ffad3e5338c611e2f3dc3b055bddee3aaa333c9af47828b5c
crm::press::2025-08-19::new-ways-to-pay-make-it-easier-than-ever-to-get-started-with-agentforce::d1363ec8,Salesforce,press,New Ways to Pay Make It Easier than Ever to Get Started with Agentforce,2025-08-19,https://www.salesforce.com/news/stories/new-agentforce-payment-options/?bc=DB,https://www.salesforce.com/news/stories/new-agentforce-payment-options/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Partnership|Industry Solutions|AI,cio,en,719,865,2025-09-08T00:13:40.023297+00:00,42bd766bf2b03cc47e82a2223c786cf60dacfa194cdee240317b359740791cc0
crm::press::2025-08-19::salesforce-launches-agentforce-for-public-sector-to-take-on-time-consuming-gover::52d88fcc,Salesforce,press,"Salesforce Launches Agentforce for Public Sector to Take on Time-Consuming Government Work, from Compliance to Constituent Support",2025-08-19,https://www.salesforce.com/news/stories/agentforce-for-public-sector-announcement/?bc=DB,https://www.salesforce.com/news/stories/agentforce-for-public-sector-announcement/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Security|Compliance|GenAI|Platform|AI,"cio,vp_sales_ops",en,1894,2343,2025-09-08T00:13:40.268922+00:00,5ef24637a1fa41bb13866b2632fa4a1ad6b6f71521529fc1a22b207b31a04f49
crm::press::2025-08-20::from-research-to-runtime-delivering-enterprise-ai-with-confidence::82cd1c96,Salesforce,press,From Research to Runtime: Delivering Enterprise AI with Confidence,2025-08-20,https://www.salesforce.com/in/news/stories/agentic-ai-enterprise-research/?bc=DB,https://www.salesforce.com/in/news/stories/agentic-ai-enterprise-research/?bc=DB,www.salesforce.com,body,Agentforce|Earnings|Partnership|Security|Compliance|GenAI|Platform|AI,"cio,vp_sales_ops",en,1458,1895,2025-09-08T00:13:40.477179+00:00,4434529b1e1a3d18a4d33693edc19db64b51e2e56211f13a21881907301e169d
crm::press::2025-08-21::how-agentic-ai-can-help-overcome-the-child-welfare-information-crisis::4c43853a,Salesforce,press,How Agentic AI Can Help Overcome the Child Welfare Information Crisis,2025-08-21,https://www.salesforce.com/news/stories/agentic-ai-revolutionizes-child-welfare/?bc=DB,https://www.salesforce.com/news/stories/agentic-ai-revolutionizes-child-welfare/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Compliance|Industry Solutions|Platform|AI,"cio,vp_sales_ops",en,2225,2753,2025-09-08T00:13:40.663662+00:00,e29b07c9ad81753825688ca6b860f3133215d4afc4f9c5040637d48f57691f25
